region,AGS,tooltip
Reidenhausen,07135074,"In Groß Twülpstedt hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.2 auf 6.6 erhöht."
Roes,07135075,"In Groß Vollstedt hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.6 auf 1.8 verringert."
Sankt Aldegund,07135076,"In Groß Wittensee hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.4 auf 1.8 verringert."
Schauren,07135077,"In Groß Wokern hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.8 auf 4.2 verringert."
Schmitt,07135078,"In Groß Wüstenfelde hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.0 auf 4.2 verringert."
Senheim,07135079,"In Groß-Bieberau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 8.6 erhöht."
Sosberg,07135080,"In Groß-Gerau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.4 auf 11.2 erhöht."
Tellig,07135081,"In Groß-Rohrheim hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 10.6 erhöht."
Treis-Karden,07135082,"In Groß-Umstadt hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 9.4 erhöht."
"Ulmen, Stadt",07135083,"In Groß-Zimmern hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 10.0 erhöht."
Urmersbach,07135084,"In Großaitingen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.0 auf 6.8 erhöht."
Urschmitt,07135085,"In Großalmerode hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 4.0 erhöht."
Valwig,07135086,"In Großbardorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 5.8 erhöht."
Wagenhausen,07135087,"In Großbarkau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 1.8 verringert."
Walhausen,07135088,"In Großbartloff hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 3.8 erhöht."
Weiler,07135089,"In Großbeeren hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 7.2 auf 8.6 erhöht."
Wirfus,07135090,"In Großbettlingen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 7.4 erhöht."
Wollmerath,07135091,"In Großbockedra hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 6.8 erhöht."
"Zell (Mosel), Stadt",07135092,"In Großbottwar hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.6 auf 9.0 erhöht."
Zettingen,07135093,"In Großbreitenbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 3.0 erhöht."
Bad Bertrich,07135501,"In Großbundenbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 5.8 erhöht."
Leienkaul,07135502,"In Großderschau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 7.0 auf 6.4 verringert."
Acht,07137001,"In Großdubrau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.4 auf 9.4 erhöht."
"Andernach, Stadt",07137003,"In Großefehn hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 2.2 verringert."
Anschau,07137004,"In Großeibstadt hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 5.6 erhöht."
Arft,07137006,"In Großenaspe hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.6 auf 3.2 verringert."
Baar,07137007,"In Großenbrode hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 0.8 verringert."
Bell,07137008,"In Großenhain hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.0 auf 9.8 erhöht."
Bermel,07137011,"In Großenkneten hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 3.8 erhöht."
Boos,07137014,"In Großenlüder hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 4.2 erhöht."
Ditscheid,07137019,"In Großenrade hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 3.0 verringert."
Einig,07137023,"In Großensee hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 5.0 erhöht."
Ettringen,07137025,"In Großenseebach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 7.6 erhöht."
Gappenach,07137027,"In Großenstein hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.0 auf 7.6 erhöht."
Gering,07137029,"In Großenwiehe hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.4 auf 1.2 verringert."
Gierschnach,07137030,"In Großenwörden hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 2.8 verringert."
Hausten,07137034,"In Großer Auersberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.4 auf 3.6 erhöht."
Herresbach,07137035,"In Großerlach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 7.2 erhöht."
Hirten,07137036,"In Großeutersdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 6.4 erhöht."
Kalt,07137041,"In Großfahner hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 5.6 erhöht."
Kehrig,07137043,"In Großfischlingen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 9.4 erhöht."
Kerben,07137048,"In Großhabersdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.2 auf 7.0 erhöht."
Kirchwald,07137049,"In Großhansdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 4.2 verringert."
Kollig,07137053,"In Großharrie hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.4 auf 2.0 verringert."
Kottenheim,07137055,"In Großharthau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.4 auf 7.4 erhöht."
Kretz,07137056,"In Großhartmannsdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 4.6 erhöht."
Kruft,07137057,"In Großheide hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 2.0 verringert."
Langenfeld,07137060,"In Großheirath hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 5.6 erhöht."
Langscheid,07137061,"In Großheringen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.2 auf 7.6 erhöht."
Lind,07137063,"In Großheubach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 5.4 erhöht."
Lonnig,07137065,"In Großholbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 4.2 erhöht."
Luxem,07137066,"In Großkampenberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.0 auf 3.4 erhöht."
"Mayen, Stadt",07137068,"In Großkarlbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.8 auf 10.0 erhöht."
"Mendig, Stadt",07137069,"In Großkarolinenfeld hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 7.2 erhöht."
Mertloch,07137070,"In Großkmehlen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.2 auf 9.2 erhöht."
Monreal,07137074,"In Großkrotzenburg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 11.0 erhöht."
Münk,07137077,"In Großlangenfeld hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.8 auf 3.2 erhöht."
Nachtsheim,07137079,"In Großlangheim hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 7.4 erhöht."
Naunheim,07137080,"In Großlittgen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 4.2 erhöht."
Nickenich,07137081,"In Großlohra hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 4.6 erhöht."
Ochtendung,07137086,"In Großlöbichau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 7.0 erhöht."
Pillig,07137087,"In Großmaischeid hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 4.8 erhöht."
Plaidt,07137088,"In Großmehring hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 7.6 erhöht."
"Polch, Stadt",07137089,"In Großmölsen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 6.0 erhöht."
Reudelsterz,07137092,"In Großnaundorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 9.0 erhöht."
Rieden,07137093,"In Großneuhausen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 6.8 erhöht."
Rüber,07137095,"In Großniedesheim hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.4 auf 10.6 erhöht."
Saffig,07137096,"In Großolbersdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 4.8 erhöht."
Sankt Johann,07137097,"In Großostheim hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 6.8 erhöht."
Siebenbach,07137099,"In Großpostwitz/O.L. hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.4 auf 7.4 erhöht."
Thür,07137101,"In Großpösna hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.2 auf 8.6 erhöht."
Trimbs,07137102,"In Großpürschütz hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 6.4 erhöht."
Virneburg,07137105,"In Großrinderfeld hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 7.0 erhöht."
Volkesfeld,07137106,"In Großrosseln hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 6.6 erhöht."
Weiler,07137110,"In Großrudestedt hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 6.8 erhöht."
Welling,07137112,"In Großräschen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 9.0 auf 10.6 erhöht."
Welschenbach,07137113,"In Großröhrsdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 7.8 erhöht."
Wierschem,07137114,"In Großrückerswalde hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 3.6 erhöht."
Alken,07137201,"In Großschirma hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 7.8 erhöht."
Bassenheim,07137202,"In Großschwabhausen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 6.2 erhöht."
"Bendorf, Stadt",07137203,"In Großschweidnitz hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.2 auf 7.0 erhöht."
Brey,07137204,"In Großschönau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 6.2 erhöht."
Brodenbach,07137205,"In Großseifen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 2.6 erhöht."
Burgen,07137206,"In Großsolt hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.0 auf 1.4 verringert."
Dieblich,07137207,"In Großsteinhausen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 5.8 erhöht."
Hatzenport,07137208,"In Großthiemig hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.4 auf 9.0 erhöht."
Kaltenengers,07137209,"In Großvargula hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 5.4 erhöht."
Kettig,07137211,"In Großwallstadt hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 5.8 erhöht."
Kobern-Gondorf,07137212,"In Großweil hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.8 auf 5.0 erhöht."
Löf,07137214,"In Großweitzschen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.2 auf 9.6 erhöht."
Macken,07137215,"In Großwoltersdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.4 auf 5.2 verringert."
"Mülheim-Kärlich, Stadt",07137216,"In Grub hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.0 auf 2.8 erhöht."
Niederfell,07137217,"In Grub a.Forst hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 5.2 erhöht."
Niederwerth,07137218,"In Grube hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 1.0 verringert."
Nörtershausen,07137219,"In Gruibingen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 5.2 erhöht."
Oberfell,07137220,"In Grumbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 5.6 erhöht."
"Rhens, Stadt",07137221,"In Grundhof hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 0.6 verringert."
Sankt Sebastian,07137222,"In Grundsheim hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 5.2 erhöht."
Spay,07137223,"In Grunow-Dammendorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 8.0 auf 9.6 erhöht."
Urbar,07137224,"In Gräben hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.2 auf 7.6 erhöht."
Urmitz,07137225,"In Gräfelfing hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 8.4 erhöht."
"Vallendar, Stadt",07137226,"In Gräfenberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 7.2 erhöht."
Waldesch,07137227,"In Gräfendhron hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 4.2 erhöht."
"Weißenthurm, Stadt",07137228,"In Gräfendorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 5.2 erhöht."
Weitersburg,07137229,"In Gräfenhainichen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.6 auf 10.4 erhöht."
Winningen,07137230,"In Gräfenthal hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 4.0 erhöht."
Wolken,07137231,"In Grävenwiesbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 4.6 erhöht."
"Münstermaifeld, Stadt",07137501,"In Gröbenzell hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 8.4 erhöht."
Lehmen,07137504,"In Gröde hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.0 auf 1.6 verringert."
Anhausen,07138002,"In Gröden hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.6 auf 9.2 erhöht."
Asbach,07138003,"In Grödersby hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 0.4 verringert."
"Bad Hönningen, Stadt",07138004,"In Gröditz hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.4 auf 10.8 erhöht."
Bonefeld,07138005,"In Grömbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 4.0 erhöht."
Breitscheid,07138006,"In Grömitz hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 1.0 verringert."
Hausen (Wied),07138007,"In Gröningen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.4 auf 7.0 erhöht."
Bruchhausen,07138008,"In Grönwohld hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.4 auf 4.8 erhöht."
Dattenberg,07138009,"In Grünbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 3.8 erhöht."
Datzeroth,07138010,"In Grünberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 3.8 erhöht."
Dernbach,07138011,"In Gründau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 6.0 erhöht."
"Dierdorf, Stadt",07138012,"In Grünebach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 3.4 erhöht."
Döttesfeld,07138013,"In Grünenbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.6 auf 3.6 erhöht."
Dürrholz,07138014,"In Grünendeich hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 4.0 erhöht."
Ehlscheid,07138015,"In Grünenplan hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 3.4 erhöht."
Erpel,07138019,"In Grünewald hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.4 auf 9.4 erhöht."
Großmaischeid,07138023,"In Grünhain-Beierfeld hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 3.6 erhöht."
Hammerstein,07138024,"In Grünhainichen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 5.4 erhöht."
